Timestamp,Age,Gender,Country,State,Occupation,Do you work/study in you state of Residence?,"Financially, which period was more difficult for you?","Emotionally / mentally, which period was more difficult for you?",During which period was your health more affected?,Did you or someone you know suffer from covid19?,Who suffered from covid19?,How severe was the condition,How were you feeling during this time?,How did your interaction with friends change during covid19?,What was your major method of connecting with friends during lockdown?,How was your relationship with your family affected during covid19?,How do you feel about change in interaction with the colleagues/ classmates/ customers?,Did you feel that in case of emergency you can rely on friends/relatives for help,How was your occupation affected by covid19?,How was your studies affected by covid19?,Did your household expenditure increase or decrease?,Did you receive any incentive or financial help from government/bank?,Did your family had to make extra healthcare expenditure during covid19?,Does that person in your family have health insurance?,Did you have to take loan or insurance?,Did you feel anxious about your future during lockdown?,Did you feel lonely during lockdown?,Did you feel frustrated being confined at home for long time?,How many times you became a part of family argument?,Did you feel downhearted or depressed during lockdown/ covid?,How did change in occupation/ studies affect you emotionally and mentally?,Do you agree with the rule of complete lockdown in case of any future pandemic?,Do you feel more prepared to handle such situation in future?,"Do you feel that the healthcare, government, financial and educational sectors are capable of handling such situation in future?"
10/20/2021 10:24:53,19,Male,India,Haryana,Student,Yes,Similar during both,2nd wave(2021),My health was not affected,Yes,"Family member, Close friend",4,Little worried,1,Text,3,Interaction completely stopped,4,Not relevant for me,Declined,Decrease,No,Yes,No,None,Rarely,Most of the time,Most of the time,Every other day,Sometimes,Normal,No,Yes,No
10/20/2021 11:29:02,18,Male,INDIA,BIHAR,Student,No,2nd wave(2021),2nd wave(2021),My health was not affected,No,,,,3,Text,5,Interaction became difficult,4,Pay /Income decreased,Declined,Increase,No,Yes,No,None,Most of the time,Sometimes,Most of the time,Every other day,Most of the times,Stressed,Maybe,Yes,Maybe
10/20/2021 16:22:01,19,Male,India,Uttar pradesh,Student,Yes,Similar during both,1st wave(2020),My health was not affected,Yes,"Family member, Close friend",5,Stressed,3,Text,5,Interaction became difficult,2,Not relevant for me,Declined,Increase,No,Yes,No,None,Sometimes,Rarely,Most of the time,sometimes,Most of the times,Stressed,No,Yes,Yes
10/20/2021 16:24:56,20,Male,India,Bihar,Student,Yes,Similar during both,2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member, Close friend",3,Stressed,1,Text,3,Interaction became difficult,1,Not relevant for me,Declined,No change,No,Yes,Yes,None,Sometimes,Sometimes,Sometimes,sometimes,Sometimes,Normal,Yes,Yes,No
10/20/2021 16:28:24,19,Male,India,Kerala,Student,No,Similar during both,1st wave(2020),My health was not affected,Yes,Close friend,4,Little worried,4,Text,4,It became more interactive,4,Not relevant for me,Declined,Decrease,No,No,,,Sometimes,Sometimes,Rarely,Very Rare,Rarely,Stressed,Yes,Maybe,Maybe
10/20/2021 16:28:26,18,Male,India,Telangana,Student,No,1st wave(2020),Similar during both,My health was not affected,Yes,Close friend,2,Little worried,1,Video Call,3,I felt no change,5,Not relevant for me,Declined,No change,No,Yes,Yes,None,Most of the time,Rarely,Sometimes,Not at all,Never,Stressed,Maybe,Yes,Yes
10/20/2021 16:28:42,19,Male,India,Uttar Pradesh,Student,No,1st wave(2020),1st wave(2020),2nd wave(2021),Yes,Family member,2,Little worried,3,Game,4,I felt no change,4,Not relevant for me,Declined,Decrease,No,No,,,Most of the time,Most of the time,Rarely,sometimes,Most of the times,Stressed,Yes,Yes,No
10/20/2021 16:30:27,19,Male,India,Bihar,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,2,Little worried,3,Call,2,Interaction became difficult,3,Pay /Income decreased,Declined,Decrease,No,No,,,Sometimes,Sometimes,Sometimes,Every other day,Sometimes,Stressed,No,Yes,No
10/20/2021 16:33:47,19,Male,India,Telangana,Student,No,1st wave(2020),1st wave(2020),2nd wave(2021),Yes,"Myself, Family member",1,Little worried,1,Call,3,Interaction became difficult,4,Not relevant for me,Declined,No change,No,Yes,Yes,Insurance,Most of the time,Most of the time,Sometimes,Very Rare,Sometimes,Stressed,Yes,Yes,Maybe
10/20/2021 16:34:29,18,Male,India,Telangana,Student,No,Similar during both,Similar during both,2nd wave(2021),Yes,Myself,1,Not worried,1,Text,5,Interaction became difficult,1,Not relevant for me,Improved,Decrease,No,Yes,No,None,Most of the time,Most of the time,Rarely,sometimes,Sometimes,Stressed,Yes,Yes,No
10/20/2021 16:37:21,19,Male,India,Telangana,Student,No,1st wave(2020),Similar during both,My health was not affected,Yes,Close friend,1,Little worried,2,Call,3,Interaction became difficult,1,Not relevant for me,Declined,Increase,No,No,,,Most of the time,Sometimes,Most of the time,sometimes,Sometimes,Normal,No,No,No
10/20/2021 16:50:52,18,Male,India,Telangana,Student,No,Similar during both,Similar during both,My health was not affected,No,,,,1,Text,2,Interaction became difficult,3,Not relevant for me,Normal,No change,No,No,,,Most of the time,Most of the time,Most of the time,sometimes,Most of the times,Stressed,Maybe,Yes,No
10/20/2021 16:51:06,19,Male,India,Rajasthan,Student,No,1st wave(2020),2nd wave(2021),1st wave(2020),Yes,Family member,3,Stressed,1,Text,5,Interaction completely stopped,5,No Change,Declined,Decrease,Yes,Yes,Yes,Insurance,Most of the time,Most of the time,Sometimes,Not at all,Sometimes,Normal,No,Yes,Yes
10/20/2021 16:53:44,19,Male,India,Uttar Pradesh,Student,No,1st wave(2020),2nd wave(2021),My health was not affected,No,,,,1,Text,3,Interaction became difficult,3,Not relevant for me,Declined,No change,No,Yes,Yes,Insurance,Sometimes,Most of the time,Most of the time,sometimes,Most of the times,Stressed,No,Yes,Yes
10/20/2021 16:55:36,20,Male,India,Bihar,Student,No,2nd wave(2021),2nd wave(2021),My health was not affected,No,,,,1,Text,5,Interaction completely stopped,1,No Change,Declined,Increase,No,Yes,Yes,None,Most of the time,Most of the time,Most of the time,Not at all,Most of the times,Stressed,No,No,No
10/20/2021 16:57:04,19,Male,India,Telangana,Student,No,1st wave(2020),1st wave(2020),My health was not affected,No,,,,2,Call,5,I felt no change,3,No Change,Normal,Increase,No,Yes,No,None,Sometimes,Sometimes,Most of the time,sometimes,Rarely,Normal,No,No,Yes
10/20/2021 16:59:34,19,Male,India,Uttar Pradesh,Student,No,Similar during both,2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member",3,Little worried,4,Call,3,Interaction completely stopped,5,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Sometimes,Rarely,Most of the time,sometimes,Sometimes,Stressed,Maybe,Yes,No
10/20/2021 17:01:26,18,Male,India,Telengana,Student,No,Similar during both,1st wave(2020),1st wave(2020),Yes,Close friend,3,Little worried,2,Call,5,Interaction became difficult,3,Pay /Income decreased,Improved,Decrease,No,Yes,Yes,Loan,Sometimes,Rarely,Rarely,Very Rare,Rarely,Normal,Yes,Yes,Maybe
10/20/2021 17:02:02,19,Male,India,Bihar,Student,Yes,Similar during both,Similar during both,Similar during both,No,,,,3,Call,1,Interaction completely stopped,1,No Change,Declined,Decrease,No,Yes,No,None,Never,Most of the time,Most of the time,Very Rare,Sometimes,Stressed,Maybe,Maybe,No
10/20/2021 17:08:46,19,Male,india,rajsthan,Student,No,Similar during both,Similar during both,My health was not affected,No,,,,2,all of these,5,Interaction became difficult,5,Not relevant for me,Normal,No change,No,Yes,Yes,None,Most of the time,Most of the time,Sometimes,Every other day,Sometimes,Stressed,Maybe,Yes,Yes
10/20/2021 17:33:49,20,Male,India,Jharkhand,Student,No,Similar during both,2nd wave(2021),1st wave(2020),Yes,"Myself, Family member, Close friend",5,Little worried,4,Text,4,I felt no change,5,Pay /Income decreased,Declined,Decrease,No,Yes,No,None,Sometimes,Most of the time,Most of the time,sometimes,Most of the times,Stressed,Maybe,Yes,No
10/20/2021 17:41:29,18,Male,India,Uttar pradesh,Student,Yes,2nd wave(2021),Similar during both,My health was not affected,No,,,,1,Call,4,Interaction became difficult,3,Lost job/ Business Closed,Declined,No change,Yes,No,,,Most of the time,Most of the time,Most of the time,Very Rare,Sometimes,Stressed,Maybe,Yes,No
10/20/2021 18:09:59,19,Male,India,Delhi,Student,Yes,Similar during both,1st wave(2020),My health was not affected,Yes,Close friend,5,Little worried,2,Call,3,Interaction became difficult,2,Not relevant for me,Declined,Decrease,No,No,,,Never,Most of the time,Most of the time,sometimes,Sometimes,Normal,Yes,Yes,Maybe
10/20/2021 18:21:27,19,Male,India,Andhra Pradesh,Student,No,Similar during both,Similar during both,2nd wave(2021),Yes,"Myself, Family member, Close friend",2,Little worried,1,Text,2,I felt no change,4,Not relevant for me,Declined,Increase,No,Yes,No,None,Rarely,Rarely,Rarely,sometimes,Sometimes,Normal,Yes,Yes,No
10/20/2021 18:33:02,20,Male,India,UP,Student,No,Similar during both,2nd wave(2021),1st wave(2020),Yes,"Myself, Family member, Close friend",1,Little worried,2,Video Call,3,I felt no change,3,Not relevant for me,Declined,Increase,No,Yes,No,None,Most of the time,Sometimes,Most of the time,sometimes,Most of the times,Normal,Maybe,Yes,No
10/20/2021 18:55:10,19,Male,India,West Bengal,Student,No,Similar during both,1st wave(2020),My health was not affected,No,,,,2,Text,4,Interaction became difficult,5,Not relevant for me,Declined,Increase,No,Yes,No,None,Sometimes,Never,Rarely,sometimes,Rarely,Not relevant,Yes,Maybe,No
10/20/2021 19:00:17,19,Male,India,Bihar,Student,Yes,1st wave(2020),2nd wave(2021),Similar during both,No,,,,1,Text,2,Interaction became difficult,5,Not relevant for me,Declined,Increase,No,Yes,No,None,Sometimes,Most of the time,Most of the time,sometimes,Sometimes,Normal,Yes,Yes,Yes
10/20/2021 19:36:18,18,Male,India,Haryana,Student,No,1st wave(2020),Similar during both,My health was not affected,No,,,,1,Video Call,3,Interaction completely stopped,5,Lost job/ Business Closed,Declined,Decrease,No,Yes,Yes,Taken money from relatives,Most of the time,Sometimes,Sometimes,sometimes,Most of the times,Stressed,Maybe,No,Maybe
10/20/2021 19:55:46,20,Male,India,Haryana,Student,Yes,Similar during both,1st wave(2020),1st wave(2020),Yes,Family member,3,Stressed,2,Text,4,Interaction became difficult,3,Not relevant for me,Declined,Increase,No,No,,,Most of the time,Sometimes,Most of the time,Not at all,Sometimes,Stressed,Maybe,Yes,Yes
10/20/2021 20:41:57,19,Male,India,Uttar Pradesh,Student,Yes,1st wave(2020),2nd wave(2021),2nd wave(2021),Yes,Close friend,3,Stressed,2,Text,4,Interaction became difficult,2,Pay /Income decreased,Declined,Decrease,No,Yes,No,None,Most of the time,Sometimes,Sometimes,Every other day,Sometimes,Not relevant,Maybe,Maybe,Maybe
10/20/2021 20:49:09,19,Male,India,Delhi,Student,Yes,Similar during both,Similar during both,Similar during both,Yes,"Myself, Family member, Close friend",2,Little worried,1,Text,3,Interaction became difficult,3,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Most of the time,Most of the time,Most of the time,Every other day,Most of the times,Stressed,Maybe,Yes,Maybe
10/20/2021 21:35:53,36,Female,India,Chhattisgarh,House wife,Yes,1st wave(2020),1st wave(2020),1st wave(2020),No,,,,3,Call,1,Interaction became difficult,4,Not relevant for me,Not relevant for me,No change,No,Yes,No,None,Most of the time,Sometimes,Most of the time,Very Rare,Rarely,Normal,Maybe,Yes,Yes
10/20/2021 21:51:32,19,Male,India,Delhi,Student,Yes,Similar during both,2nd wave(2021),1st wave(2020),Yes,Family member,5,Stressed,1,Text,3,Interaction became difficult,1,Not relevant for me,Declined,Increase,No,No,,,Most of the time,Most of the time,Most of the time,Not at all,Sometimes,Stressed,No,Yes,Maybe
10/20/2021 21:56:02,20,Male,India,Uttar Pradesh (UP),Student,Yes,Similar during both,1st wave(2020),My health was not affected,No,,,,3,Call,3,Interaction became difficult,5,Not relevant for me,Declined,Increase,Yes,Yes,No,None,Most of the time,Most of the time,Sometimes,Not at all,Rarely,Stressed,Yes,Yes,Yes
10/20/2021 22:27:05,19,Male,India,Uttarakhand,Student,Yes,Similar during both,Similar during both,My health was not affected,No,,,,3,Text,5,Interaction became difficult,5,Not relevant for me,Declined,Increase,No,No,,,Sometimes,Never,Never,Not at all,Sometimes,Normal,Maybe,Yes,Yes
10/20/2021 23:28:43,20,Male,India,Uttar Pradesh,Student,No,Similar during both,2nd wave(2021),2nd wave(2021),Yes,Close friend,3,Stressed,1,Text,4,Interaction became difficult,1,Not relevant for me,Declined,No change,No,Yes,No,Loan,Most of the time,Most of the time,Most of the time,sometimes,Most of the times,Stressed,Maybe,No,Yes
10/21/2021 1:52:55,19,Male,India,Bihar,Student,No,Similar during both,2nd wave(2021),2nd wave(2021),Yes,Myself,3,Little worried,5,Text,5,Interaction became difficult,5,Not relevant for me,Declined,Increase,No,Yes,No,None,Most of the time,Sometimes,Sometimes,sometimes,Sometimes,Stressed,Yes,Yes,Maybe
10/21/2021 7:09:54,18,Male,India,Haryana,Student,No,1st wave(2020),1st wave(2020),My health was not affected,Yes,Family member,1,Little worried,2,Text,3,Interaction completely stopped,5,Not relevant for me,Declined,No change,No,Yes,Yes,Insurance,Most of the time,Most of the time,Most of the time,Every other day,Most of the times,Stressed,No,Yes,No
10/21/2021 9:53:51,19,Male,"Ghazipur, Uttar Pradesh",Uttar Pradesh,Student,No,Similar during both,1st wave(2020),Similar during both,Yes,Family member,2,Little worried,2,Text,4,Interaction became difficult,4,No Change,Declined,No change,No,Yes,Yes,None,Sometimes,Sometimes,Sometimes,sometimes,Sometimes,Stressed,No,Yes,Maybe
10/21/2021 10:10:20,21,Male,India,Bihar,Student,No,Similar during both,2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member, Close friend",5,Stressed,2,Text,3,I felt no change,1,Pay /Income decreased,Declined,Increase,No,Yes,No,None,Most of the time,Most of the time,Most of the time,sometimes,Most of the times,Normal,Maybe,Maybe,No
10/21/2021 11:50:39,20,Female,INDIA,DELHI,Student,No,1st wave(2020),Similar during both,My health was not affected,Yes,"Family member, Close friend",3,Stressed,4,Video Call,3,Interaction became difficult,5,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Most of the time,Sometimes,Most of the time,sometimes,Sometimes,Normal,Yes,Yes,Maybe
10/21/2021 16:19:05,19,Male,India,U.P,Student,No,Similar during both,1st wave(2020),Similar during both,Yes,Family member,2,Little worried,3,Video Call,2,Interaction became difficult,3,No Change,Declined,Decrease,No,Yes,Yes,None,Never,Sometimes,Sometimes,Every other day,Sometimes,Stressed,No,Maybe,Maybe
10/21/2021 16:25:14,17,Female,India,Bihar,Student,No,Similar during both,2nd wave(2021),2nd wave(2021),Yes,Family member,4,Stressed,1,Text,3,Interaction became difficult,3,Pay /Income decreased,Declined,Increase,No,Yes,Yes,None,Most of the time,Sometimes,Sometimes,sometimes,Sometimes,Stressed,Maybe,Yes,Maybe
10/21/2021 21:03:01,20,Male,India,Haryana,Student,No,Similar during both,2nd wave(2021),My health was not affected,Yes,Close friend,5,Little worried,2,Video Call,5,Interaction became difficult,5,Not relevant for me,Declined,Increase,No,No,,,Most of the time,Sometimes,Most of the time,Very Rare,Most of the times,Stressed,Maybe,Yes,Yes
10/21/2021 23:07:22,20,Male,India,Uttar Pradesh,Student,Yes,2nd wave(2021),Similar during both,My health was not affected,Yes,Family member,3,Little worried,2,Video Call,3,Interaction became difficult,5,Not relevant for me,Declined,Increase,No,No,,,Most of the time,Sometimes,Sometimes,Not at all,Sometimes,Stressed,Yes,Yes,Maybe
10/23/2021 19:04:26,20,Female,India,Rajasthan,Student,No,1st wave(2020),Similar during both,2nd wave(2021),Yes,Close friend,4,Stressed,3,Video Call,2,I felt no change,3,Pay /Income decreased,Normal,No change,Yes,Yes,No,Insurance,Most of the time,Most of the time,Most of the time,Every other day,Most of the times,Stressed,No,Yes,Maybe
10/23/2021 19:17:16,22,Male,India,Uttar Pradesh,Student,No,2nd wave(2021),Similar during both,My health was not affected,Yes,Family member,2,Not worried,3,All,4,Interaction became difficult,5,No Change,Improved,No change,No,No,,,Most of the time,Sometimes,Most of the time,Very Rare,Never,Not relevant,Maybe,Maybe,Yes
10/23/2021 19:36:32,19,Female,India,Varanasi,Student,Yes,Similar during both,Similar during both,2nd wave(2021),Yes,Family member,1,Stressed,1,Video Call,5,I felt no change,5,No Change,Declined,No change,No,Yes,No,None,Most of the time,Sometimes,Most of the time,Every other day,Sometimes,Stressed,No,Yes,Yes
10/23/2021 19:38:31,20,Female,India,Varanasi,Student,Yes,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,Family member,1,Stressed,1,Call,5,I felt no change,5,Pay /Income decreased,Not relevant for me,Decrease,No,Yes,Yes,None,Never,Most of the time,Most of the time,Every other day,Most of the times,Stressed,Yes,Yes,Yes
10/23/2021 19:54:55,21,Female,India,Other,Student,Yes,Similar during both,1st wave(2020),My health was not affected,Yes,Close friend,3,Little worried,5,Video Call,5,I felt no change,4,No Change,Declined,Increase,No,Yes,Yes,None,Most of the time,Never,Sometimes,Very Rare,Rarely,Normal,Yes,Yes,Yes
10/23/2021 22:00:59,22,Female,India,Uttar Pradesh,Student,Yes,Similar during both,1st wave(2020),1st wave(2020),Yes,Family member,1,Stressed,4,Call,1,I felt no change,1,Not relevant for me,Normal,Increase,No,No,,,Most of the time,Sometimes,Never,sometimes,Most of the times,Normal,Yes,Yes,Yes
10/23/2021 22:16:33,21,Male,India,Uttar Pradesh,Student,Yes,Similar during both,1st wave(2020),1st wave(2020),Yes,"Myself, Family member, Close friend",4,Stressed,4,Text,3,Interaction became difficult,5,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Most of the time,Sometimes,Sometimes,Every other day,Sometimes,Stressed,Maybe,Yes,Yes
10/23/2021 23:23:20,20,Female,India,Uttar Pradesh,Student,Yes,Similar during both,2nd wave(2021),2nd wave(2021),Yes,Close friend,4,Little worried,1,Text,5,Interaction completely stopped,3,Not relevant for me,Normal,No change,No,Yes,No,None,Sometimes,Most of the time,Sometimes,sometimes,Sometimes,Normal,Yes,Yes,No
10/24/2021 14:48:01,52,Male,India,Uttar Pradesh,Business,Yes,Similar during both,Similar during both,My health was not affected,Yes,Family member,3,Stressed,3,Call,4,Interaction became difficult,4,Pay /Income decreased,Not relevant for me,Increase,No,Yes,Yes,None,Most of the time,Sometimes,Most of the time,sometimes,Sometimes,Stressed,No,No,Yes
10/24/2021 14:51:01,45,Female,India,Uttar Pradesh,Home-maker,Yes,2nd wave(2021),1st wave(2020),2nd wave(2021),Yes,Myself,3,Stressed,3,Call,3,Interaction became difficult,4,Not relevant for me,Not relevant for me,Increase,No,Yes,Yes,None,Sometimes,Sometimes,Most of the time,sometimes,Rarely,Not relevant,No,Maybe,Maybe
10/24/2021 16:06:37,20,Female,India,Up,Student,Yes,2nd wave(2021),Similar during both,My health was not affected,Yes,Close friend,1,Little worried,2,Text,3,I felt no change,3,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Stressed,No,Yes,No
10/25/2021 5:32:57,37,Male,India,jharkhand,Not employed,Yes,2nd wave(2021),2nd wave(2021),My health was not affected,No,,,,2,Video Call,3,Interaction became difficult,3,Lost job/ Business Closed,Declined,Increase,No,Yes,No,None,Sometimes,Sometimes,Sometimes,Not at all,Most of the times,Normal,Yes,Yes,Yes
10/25/2021 9:28:34,52,Male,India,Rajasthan,Government Teacher,Yes,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,Family member,2,Little worried,2,Call,3,Interaction became difficult,4,Pay /Income decreased,Normal,Increase,No,Yes,Yes,Insurance,Sometimes,Sometimes,Sometimes,Every other day,Sometimes,Stressed,Yes,Yes,Yes
10/25/2021 9:29:54,47,Male,India,DELHI,Government,Yes,Similar during both,1st wave(2020),My health was not affected,Yes,Family member,2,Little worried,2,Call,5,Interaction became difficult,3,No Change,Not relevant for me,Increase,No,No,,,Rarely,Sometimes,Sometimes,sometimes,Sometimes,Not relevant,Yes,Maybe,Maybe
10/25/2021 9:29:57,44,Female,India,Delhi,Not employed,No,Similar during both,1st wave(2020),My health was not affected,Yes,Family member,2,Little worried,2,Text,5,Interaction became difficult,3,Not relevant for me,Not relevant for me,Increase,No,No,,,Never,Sometimes,Sometimes,Very Rare,Sometimes,Not relevant,Yes,Maybe,Maybe
10/25/2021 9:34:56,50,Female,India,Rajasthan,Teacher,No,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,Family member,2,Stressed,2,Call,4,Interaction completely stopped,4,Pay /Income decreased,Normal,Increase,Yes,Yes,Yes,Insurance,Most of the time,Sometimes,Sometimes,Every other day,Most of the times,Stressed,Maybe,Yes,Yes
10/25/2021 9:40:31,16,Female,India,Rajasthan,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,2,Little worried,4,Call,4,It became more interactive,4,Not relevant for me,Declined,Increase,Yes,Yes,Yes,Insurance,Most of the time,Most of the time,Most of the time,sometimes,Sometimes,Stressed,Maybe,Yes,Yes
10/25/2021 9:47:36,53,Female,India,Uttar Pradesh,Home maker,Yes,Similar during both,Similar during both,My health was not affected,Yes,Family member,4,Little worried,5,Text,4,I felt no change,4,No Change,Not relevant for me,No change,No,No,,,Never,Never,Rarely,sometimes,Never,Relaxed,Yes,Yes,Yes
10/25/2021 9:51:21,53,Male,India,Uttarpradesh,Self Employed,Yes,Similar during both,Similar during both,Similar during both,No,,,,4,Text,4,I felt no change,4,No Change,Improved,No change,No,No,,,Rarely,Rarely,Never,sometimes,Never,Not relevant,Yes,Yes,Yes
10/25/2021 18:09:51,20,Female,India,Delhi,Student,No,Similar during both,2nd wave(2021),2nd wave(2021),Yes,Myself,1,Stressed,2,Text,5,I felt no change,3,Pay /Income decreased,Declined,Increase,Yes,Yes,No,None,Sometimes,Never,Never,Very Rare,Rarely,Stressed,Yes,Yes,Yes
10/25/2021 18:32:55,20,Female,India,Gujarat,Student,Yes,1st wave(2020),1st wave(2020),1st wave(2020),Yes,Family member,3,Little worried,3,Text,4,Interaction became difficult,3,Not relevant for me,Normal,Increase,No,Yes,Yes,None,Most of the time,Sometimes,Most of the time,Very Rare,Sometimes,Stressed,Yes,Yes,Yes
10/25/2021 19:59:05,27,Female,India,Jharkhand,House wife,No,2nd wave(2021),2nd wave(2021),My health was not affected,No,,,,3,Video Call,2,Interaction completely stopped,3,No Change,Not relevant for me,Increase,No,Yes,No,None,Sometimes,Sometimes,Sometimes,sometimes,Sometimes,Normal,Yes,Yes,Yes
10/25/2021 23:17:09,21,Male,India,Uttar Pradesh,Student,Yes,1st wave(2020),1st wave(2020),2nd wave(2021),Yes,Close friend,2,Stressed,3,Video Call,4,Interaction became difficult,1,Pay /Income decreased,Normal,Decrease,No,Yes,Yes,None,Most of the time,Sometimes,Most of the time,Not at all,Most of the times,Stressed,No,Yes,No
10/25/2021 23:25:06,27,Male,India,Uttar Pradesh,Corporate,Yes,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,"Family member, Close friend",4,Little worried,2,Call,4,Interaction became difficult,4,No Change,Not relevant for me,Increase,No,Yes,No,None,Sometimes,Sometimes,Most of the time,sometimes,Sometimes,Stressed,Yes,Yes,No
10/25/2021 23:32:59,55,Male,India,Uttar Pradesh,Business,Yes,2nd wave(2021),1st wave(2020),2nd wave(2021),Yes,"Family member, Close friend",4,Stressed,3,Call,5,I felt no change,4,Pay /Income decreased,Not relevant for me,Increase,No,Yes,No,None,Never,Rarely,Rarely,sometimes,Rarely,Stressed,Yes,Maybe,No
10/25/2021 23:59:46,25,Male,India,Bihar,Student,No,1st wave(2020),1st wave(2020),My health was not affected,Yes,Family member,2,Stressed,3,Call,3,Interaction became difficult,4,Pay /Income decreased,Normal,Increase,No,No,,,Sometimes,Never,Most of the time,sometimes,Sometimes,Stressed,Yes,Yes,Maybe
10/26/2021 0:00:50,28,Male,India,Jharkhand,Corporate,No,1st wave(2020),1st wave(2020),Similar during both,Yes,Close friend,4,Little worried,3,Video Call,3,Interaction became difficult,4,Pay /Income decreased,Not relevant for me,Increase,No,Yes,Yes,None,Sometimes,Sometimes,Sometimes,sometimes,Never,Stressed,Yes,Yes,No
10/26/2021 0:03:02,25,Male,India,Bihar,Medical,Yes,1st wave(2020),2nd wave(2021),2nd wave(2021),Yes,Myself,3,Stressed,1,Video Call,2,Interaction became difficult,4,Not relevant for me,Declined,Increase,No,Yes,No,None,Most of the time,Most of the time,Most of the time,sometimes,Most of the times,Stressed,Maybe,Yes,No
10/26/2021 0:07:57,27,Male,India,Bihar,Corporate,No,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,5,Stressed,1,Text,5,Interaction completely stopped,5,No Change,Not relevant for me,Increase,No,Yes,No,None,Most of the time,Most of the time,Most of the time,sometimes,Sometimes,Stressed,No,Yes,Maybe
10/26/2021 0:08:03,25,Male,India,JHARKHAND,Corporate,No,1st wave(2020),Similar during both,My health was not affected,Yes,Close friend,5,Little worried,4,Call,5,Interaction became difficult,4,No Change,Declined,Increase,No,Yes,Yes,None,Sometimes,Sometimes,Sometimes,sometimes,Sometimes,Normal,No,Maybe,No
10/26/2021 0:16:30,25,Male,India,Bihar,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member, Close friend",3,Little worried,3,Text,5,I felt no change,3,No Change,Not relevant for me,Decrease,No,Yes,No,None,Sometimes,Rarely,Rarely,sometimes,Sometimes,Not relevant,No,Yes,No
10/26/2021 1:20:43,25,Male,IN,Bihar,Medical,Yes,2nd wave(2021),1st wave(2020),My health was not affected,Yes,"Myself, Family member, Close friend",1,Little worried,1,Call,5,It became more interactive,5,Pay /Income decreased,Declined,Increase,No,Yes,Yes,None,Sometimes,Never,Most of the time,sometimes,Sometimes,Stressed,Yes,Yes,Yes
10/26/2021 6:49:48,22,Male,India,maharastra,Student,No,1st wave(2020),2nd wave(2021),2nd wave(2021),Yes,Family member,2,Stressed,3,Video Call,5,Interaction became difficult,5,Not relevant for me,Declined,Increase,No,No,,,Most of the time,Sometimes,Sometimes,sometimes,Sometimes,Not relevant,Yes,Yes,Maybe
10/26/2021 6:56:40,15,Female,India,Up,Student,Yes,Similar during both,2nd wave(2021),My health was not affected,Yes,Family member,5,Stressed,1,Text,3,Interaction became difficult,3,No Change,Declined,No change,No,Yes,Yes,None,Sometimes,Most of the time,Most of the time,Very Rare,Most of the times,Not relevant,Yes,Maybe,No
